project_id,project_type,location,sqft,floors,num_units,planned_duration_weeks,actual_duration_weeks,schedule_delay_pct,estimated_cost_cad,actual_cost_cad,cost_overrun_pct,contractor_rating,complexity_score,team_experience_years,num_change_orders,weather_risk_factor,material_volatility,num_subcontractors,budget_pressure,risk_score,on_budget,on_schedule,data_source
SYN_00916,commercial_retail,Halifax,16317.0,1,0,97.3,97.0,-0.3,2912075.2824000004,3810741.7145486404,30.86,4.1,3,10.1,6,0.26,0.15,4,0.67,32.8,False,True,synthetic_industry_based
SYN_00917,commercial_office,Halifax,278094.0,39,0,520.0,664.4765075841657,27.79,136455515.28840002,135964275.43336177,-0.36,4.8,9,6.7,5,0.27,0.61,42,0.09,55.0,True,False,synthetic_industry_based
SYN_00918,residential_multi_family,Saskatoon,165227.0,15,165,520.0,607.8415015641293,16.9,36993611.853,33238760.2499205,-10.15,4.5,6,11.0,0,0.45,0.56,18,0.58,46.8,True,False,synthetic_industry_based
SYN_00919,renovation_commercial,Winnipeg,70603.0,1,0,318.8,350.5,9.96,8774769.145,8880066.374739999,1.2,4.0,4,11.1,1,0.54,0.49,3,0.78,46.0,True,False,synthetic_industry_based
SYN_00920,residential_single_family,Calgary,2528.0,2,2,28.5,31.6,10.94,763196.0050000001,814253.8177345,6.69,4.0,3,7.1,5,0.54,0.29,6,0.53,40.2,False,False,synthetic_industry_based
SYN_00921,residential_single_family,Winnipeg,4075.0,1,4,65.2,63.7,-2.24,1163877.091,1600796.5509614,37.54,3.3,3,14.0,12,0.64,0.31,3,0.49,36.7,False,True,synthetic_industry_based
SYN_00922,residential_multi_family,Saskatoon,76326.0,6,76,483.6,537.5,11.13,15070744.170000002,16690849.168275,10.75,3.6,5,9.0,9,0.51,0.75,8,0.63,53.6,False,False,synthetic_industry_based
SYN_00923,commercial_office,Winnipeg,465252.0,20,0,520.0,508.5210931281507,-2.21,170874852.2725,187347188.031569,9.64,4.2,8,12.4,10,0.57,0.83,69,0.48174110031487793,59.3,False,True,synthetic_industry_based
SYN_00924,residential_single_family,Edmonton,4285.0,2,4,49.3,56.9,15.39,1106240.49,1064535.223527,-3.77,4.5,3,10.3,0,0.49,0.23,3,0.59,31.0,True,False,synthetic_industry_based
SYN_00925,commercial_office,Toronto,208301.0,49,0,520.0,468.0265984654731,-10.0,173254867.942,221315768.30911082,27.74,3.8,9,11.1,11,0.32,0.76,33,0.12221078104707303,54.6,False,True,synthetic_industry_based
SYN_00926,infrastructure_bridge,Calgary,2997.0,0,0,91.3,96.7,5.91,10013594.580000002,13924904.622948004,39.06,3.2,5,6.5,12,0.54,0.35,3,0.0,45.1,False,False,synthetic_industry_based
SYN_00927,residential_single_family,Saskatoon,4983.0,2,4,62.8,61.0,-2.85,1364887.08,1436134.185576,5.22,4.0,3,13.3,7,0.47,0.3,3,0.48,31.9,False,True,synthetic_industry_based
SYN_00928,industrial_warehouse,Calgary,112620.0,1,0,160.7,189.1,17.69,25315525.664,31198853.8283136,23.24,4.8,4,7.3,6,0.47,0.31,4,0.65,39.4,False,False,synthetic_industry_based
SYN_00929,residential_single_family,Halifax,2140.0,1,2,30.2,33.5,11.08,639810.8628,611019.373974,-4.5,3.9,3,10.4,1,0.3,0.35,3,0.45,30.6,True,False,synthetic_industry_based
SYN_00930,residential_multi_family,Toronto,158243.0,17,158,508.2,462.2,-9.06,84577751.622,88053897.21366419,4.11,4.7,6,18.4,3,0.26,0.47,16,0.3,34.0,True,True,synthetic_industry_based
SYN_00931,commercial_retail,Winnipeg,25393.0,2,0,171.8,178.9,4.16,6209244.9065,8157705.9581597,31.38,4.7,3,9.9,10,0.64,0.36,4,0.56,39.6,False,True,synthetic_industry_based
SYN_00932,renovation_commercial,Toronto,44030.0,8,0,214.7,236.7,10.28,9917785.969,11109903.842473801,12.02,2.8,4,5.9,2,0.31,0.42,6,0.7,53.6,False,False,synthetic_industry_based
SYN_00933,residential_multi_family,Saskatoon,180705.0,17,180,520.0,644.6683370697613,23.97,37446360.921,46088981.02156679,23.08,3.2,6,10.0,13,0.44,0.6,24,0.61,57.8,False,False,synthetic_industry_based
SYN_00934,residential_multi_family,Halifax,162187.0,4,162,520.0,545.9100806968105,4.98,61748991.213199995,67818917.04945756,9.83,4.5,5,12.6,6,0.27,0.42,21,0.29,42.2,False,True,synthetic_industry_based
SYN_00935,renovation_commercial,Ottawa,72120.0,8,0,427.2,463.5,8.52,10448611.4052,9377628.736167,-10.25,3.6,5,10.6,3,0.47,0.42,8,0.77,50.0,True,False,synthetic_industry_based
SYN_00936,residential_single_family,Halifax,3468.0,1,3,49.1,47.1,-4.14,969066.3692000001,1024303.1522444,5.7,3.3,3,7.0,2,0.26,0.38,3,0.48,38.4,False,True,synthetic_industry_based
SYN_00937,commercial_retail,Montreal,77792.0,2,0,459.7,478.4,4.07,19559426.0715,18280239.6064239,-6.54,4.6,4,12.9,0,0.47,0.49,6,0.59,39.1,True,True,synthetic_industry_based
SYN_00938,commercial_office,Victoria,307201.0,23,0,520.0,552.5459688826026,6.27,156573716.225,196186866.42992502,25.3,4.4,9,7.5,16,0.18,0.64,48,0.41198653673336827,59.1,False,False,synthetic_industry_based
SYN_00939,residential_single_family,Calgary,3035.0,2,3,58.8,55.3,-5.86,668410.1930000001,720880.3931505001,7.85,3.5,3,10.2,0,0.53,0.4,3,0.66,38.2,False,True,synthetic_industry_based
SYN_00940,residential_multi_family,Montreal,37658.0,11,37,188.3,217.1,15.29,10953983.459999999,9310885.941,-15.0,3.6,4,10.6,0,0.45,0.53,3,0.53,40.4,True,False,synthetic_industry_based
SYN_00941,industrial_warehouse,Edmonton,188321.0,1,0,520.0,618.8541666666667,19.01,21107089.8792,23880561.48932688,13.14,4.4,5,9.6,6,0.43,0.29,15,0.82,49.9,False,False,synthetic_industry_based
SYN_00942,residential_single_family,Edmonton,3157.0,1,3,54.1,59.7,10.26,898052.4756,964238.94305172,7.37,3.8,3,11.1,0,0.51,0.29,3,0.55,34.0,False,False,synthetic_industry_based
SYN_00943,infrastructure_bridge,Victoria,4209.0,0,0,86.7,81.3,-6.3,18569209.75,23244936.76505,25.18,3.8,5,13.2,11,0.21,0.16,3,0.0,32.5,False,True,synthetic_industry_based
SYN_00944,commercial_office,Winnipeg,168698.0,21,0,520.0,506.113393590797,-2.67,38769598.1065,43200963.17007295,11.43,5.0,8,9.0,6,0.49,0.61,25,0.7237615171403627,61.8,False,True,synthetic_industry_based
SYN_00945,education_school,Toronto,47712.0,1,0,160.0,144.0,-10.0,35231376.414000005,32486852.191349406,-7.79,3.7,4,14.4,3,0.42,0.4,4,0.03,31.8,True,True,synthetic_industry_based
SYN_00946,industrial_warehouse,Ottawa,491399.0,1,0,520.0,604.1003350538804,16.17,54397981.4148,47864783.84688252,-12.01,3.6,6,13.8,8,0.38,0.46,34,0.83,56.4,True,False,synthetic_industry_based
SYN_00947,residential_single_family,Edmonton,2475.0,1,2,34.2,47.5,39.02,704265.5700000001,605809.2433140001,-13.98,3.6,3,8.2,0,0.48,0.2,3,0.55,38.7,True,False,synthetic_industry_based
SYN_00948,residential_single_family,Ottawa,4425.0,1,4,70.5,92.1,30.63,1206302.22,1277232.790536,5.88,3.5,3,2.4,2,0.33,0.19,3,0.57,42.8,False,False,synthetic_industry_based
SYN_00949,commercial_retail,Edmonton,16048.0,1,0,85.0,85.8,0.9,3955326.5304,4936643.04259224,24.81,3.9,3,13.2,9,0.48,0.37,3,0.61,37.0,False,True,synthetic_industry_based
SYN_00950,education_school,Edmonton,36146.0,3,0,229.6,246.0,7.13,21457062.2376,19845636.86355624,-7.51,3.8,4,7.6,0,0.57,0.65,3,0.06,40.9,True,False,synthetic_industry_based
SYN_00951,residential_single_family,Toronto,4118.0,2,4,45.1,48.9,8.46,1561756.027,2034499.5763729,30.27,3.7,3,8.7,9,0.32,0.09,3,0.5,34.8,False,False,synthetic_industry_based
SYN_00952,renovation_commercial,Halifax,90331.0,3,0,371.2,387.2,4.3,12471827.629600001,14071963.114477683,12.83,3.2,4,4.0,5,0.44,0.47,10,0.74,59.4,False,True,synthetic_industry_based
SYN_00953,commercial_office,Ottawa,303303.0,13,0,520.0,694.526678141136,33.57,109601717.2092,121767507.81942119,11.1,5.0,8,10.0,6,0.49,0.72,46,0.6242909703912519,55.6,False,False,synthetic_industry_based
SYN_00954,residential_single_family,Victoria,2610.0,1,2,38.7,39.6,2.25,1218916.925,1036079.38625,-15.0,4.2,3,13.0,0,0.18,0.3,3,0.36,26.4,True,True,synthetic_industry_based
SYN_00955,residential_single_family,Saskatoon,1847.0,1,1,26.2,32.0,22.07,397859.058,428533.9913718,7.71,4.1,3,8.8,1,0.39,0.19,3,0.59,36.2,False,False,synthetic_industry_based
SYN_00956,industrial_warehouse,Toronto,437535.0,1,0,520.0,543.0439520523066,4.43,93285554.245,96475920.20017901,3.42,4.9,6,14.2,11,0.42,0.45,28,0.72,49.9,True,True,synthetic_industry_based
SYN_00957,healthcare_hospital,Calgary,422533.0,13,0,520.0,624.6618487757523,20.13,357141627.216,496355433.5047968,38.98,4.5,9,10.5,21,0.43,0.68,63,0.13232029320207553,56.1,False,False,synthetic_industry_based
SYN_00958,residential_multi_family,Saskatoon,163456.0,7,163,520.0,513.2534077845295,-1.3,38606113.30500001,41617390.14279001,7.8,4.6,6,8.5,8,0.35,0.47,15,0.55,49.0,False,True,synthetic_industry_based
SYN_00959,residential_multi_family,Victoria,183948.0,15,183,520.0,526.7187079407806,1.28,62898866.349999994,67918195.88473,7.98,4.8,6,12.1,6,0.2,0.5,19,0.53,41.8,False,True,synthetic_industry_based
SYN_00960,education_school,Vancouver,180389.0,1,0,520.0,689.4433351968693,32.59,122015036.89350002,151579280.33279505,24.23,4.3,6,8.0,10,0.37,0.5,20,0.15,45.8,False,False,synthetic_industry_based
SYN_00961,commercial_office,Montreal,387087.0,16,0,520.0,468.0,-10.0,181094197.96649998,175444058.98994517,-3.12,5.0,8,12.6,7,0.46,0.6,55,0.3918790621743366,51.2,True,True,synthetic_industry_based
SYN_00962,residential_single_family,Ottawa,4500.0,2,4,65.0,70.2,7.92,1186427.2068,1264494.1170074402,6.58,3.6,3,11.5,3,0.33,0.38,3,0.58,34.4,False,False,synthetic_industry_based
SYN_00963,industrial_warehouse,Edmonton,446001.0,1,0,520.0,567.772438977513,9.18,70712636.0724,64320213.77145504,-9.04,4.8,6,10.5,5,0.42,0.45,31,0.75,50.8,True,False,synthetic_industry_based
SYN_00964,residential_multi_family,Winnipeg,52855.0,6,52,372.8,405.5,8.76,17002723.467499997,16647366.547029248,-2.09,3.9,5,12.5,0,0.63,0.4,5,0.42,40.0,True,False,synthetic_industry_based
SYN_00965,commercial_office,Winnipeg,453369.0,40,0,520.0,467.9667063020214,-10.0,142195920.2285,120866532.194225,-15.0,5.0,9,12.1,7,0.6,0.87,70,0.6103018958895178,60.3,True,True,synthetic_industry_based
SYN_00966,commercial_office,Vancouver,336545.0,7,0,520.0,485.4556515391167,-6.65,196693861.7475,197047910.6986455,0.18,4.4,8,11.9,7,0.37,0.64,50,0.3963629602379294,53.4,True,True,synthetic_industry_based
SYN_00967,commercial_retail,Ottawa,23118.0,1,0,185.2,234.3,26.46,5247419.738400001,5965791.500586961,13.69,4.4,3,8.3,6,0.45,0.14,7,0.64,39.9,False,False,synthetic_industry_based
SYN_00968,residential_single_family,Halifax,3387.0,2,3,39.7,42.6,7.34,620568.4648,570240.36230472,-8.11,3.9,3,15.1,0,0.34,0.43,3,0.66,30.0,True,False,synthetic_industry_based
SYN_00969,education_school,Halifax,129265.0,3,0,520.0,567.8276573787409,9.2,31887777.778400004,32869921.333974723,3.08,3.7,6,13.0,0,0.4,0.63,15,0.54,50.6,True,False,synthetic_industry_based
SYN_00970,residential_single_family,Victoria,3345.0,2,3,51.9,55.9,7.59,897955.7374999999,854764.0665262499,-4.81,4.0,3,13.1,0,0.22,0.35,3,0.63,32.2,True,False,synthetic_industry_based
SYN_00971,commercial_retail,Vancouver,30609.0,1,0,141.6,142.1,0.32,10885510.876500001,13781056.769649,26.6,3.5,3,8.9,9,0.3,0.46,3,0.55,41.8,False,True,synthetic_industry_based
SYN_00972,industrial_warehouse,Halifax,298552.0,1,0,431.1,472.9,9.71,39550527.238400005,37837989.408977285,-4.33,4.8,5,12.1,4,0.4,0.72,14,0.75,46.2,True,False,synthetic_industry_based
SYN_00973,commercial_office,Vancouver,463657.0,3,0,520.0,513.6269711799891,-1.23,394216625.763,364768643.8185039,-7.47,4.4,7,15.5,9,0.33,0.55,66,0.1971782082720961,41.2,True,True,synthetic_industry_based
SYN_00974,commercial_retail,Winnipeg,31462.0,2,0,198.6,231.3,16.42,4162367.9334999993,4598167.856137449,10.47,3.3,3,6.2,3,0.65,0.41,6,0.76,50.8,False,False,synthetic_industry_based
SYN_00975,residential_multi_family,Calgary,29719.0,10,29,156.5,190.5,21.7,8423170.723000001,10537386.574473001,25.1,2.6,4,6.8,12,0.42,0.6,6,0.56,52.2,False,False,synthetic_industry_based
SYN_00976,commercial_office,Ottawa,183681.0,25,0,520.0,596.0,14.61,88848438.7104,100283232.77242848,12.87,4.1,8,9.6,3,0.48,0.87,27,0.24,62.7,False,False,synthetic_industry_based
SYN_00977,commercial_office,Toronto,202321.0,38,0,520.0,534.5583824019553,2.8,176396711.50400004,232843659.18528005,32.0,3.4,9,12.4,15,0.44,0.61,29,0.19624472949421112,55.9,False,True,synthetic_industry_based
SYN_00978,commercial_office,Ottawa,385970.0,19,0,520.0,650.7239754390977,25.14,242094511.8,230788698.09894,-4.67,3.9,8,11.6,9,0.35,0.85,55,0.13517822958253642,53.6,True,False,synthetic_industry_based
SYN_00979,residential_single_family,Montreal,4549.0,1,4,64.4,77.4,20.03,1057095.4905,1284265.3114084501,21.49,3.9,3,8.3,8,0.46,0.38,3,0.62,40.1,False,False,synthetic_industry_based
SYN_00980,commercial_office,Toronto,439533.0,19,0,520.0,501.93572357421516,-3.47,252512646.94500002,214635749.90325,-15.0,5.0,8,16.5,10,0.34,0.8,64,0.39972485058923857,47.2,True,True,synthetic_industry_based
SYN_00981,commercial_office,Calgary,445703.0,36,0,520.0,554.0357017850893,6.55,155308271.756,164191904.9004432,5.72,4.5,9,13.4,12,0.53,0.73,71,0.590087830981677,60.5,False,False,synthetic_industry_based
SYN_00982,commercial_office,Toronto,472855.0,4,0,520.0,570.6059493206022,9.74,266565282.282,330567606.5579082,24.01,3.5,7,8.8,16,0.34,0.68,67,0.3884840494377468,60.1,False,False,synthetic_industry_based
SYN_00983,residential_single_family,Montreal,1714.0,2,1,23.7,25.5,7.52,472983.441,585411.6049257,23.77,3.5,3,8.8,5,0.45,0.52,3,0.55,42.0,False,False,synthetic_industry_based
SYN_00984,residential_multi_family,Montreal,116047.0,12,116,520.0,534.0921409214092,2.72,42188769.21000001,46146075.76189801,9.38,4.6,6,8.2,1,0.39,0.45,16,0.41,47.2,False,True,synthetic_industry_based
SYN_00985,commercial_office,Toronto,322879.0,42,0,520.0,519.8837274302643,-0.03,178317546.784,153014286.8953504,-14.19,4.4,9,14.3,5,0.3,0.84,50,0.28,57.0,True,True,synthetic_industry_based
SYN_00986,renovation_commercial,Toronto,92642.0,8,0,496.8,447.1,-10.0,40964579.578,43811617.85867101,6.95,4.6,5,7.0,2,0.29,0.71,5,0.42,44.9,False,True,synthetic_industry_based
SYN_00987,residential_multi_family,Edmonton,139467.0,9,139,520.0,477.51153445453195,-8.17,52667290.141200006,44767196.62002,-15.0,5.0,6,16.1,5,0.49,0.64,9,0.4,35.3,True,True,synthetic_industry_based
SYN_00988,residential_multi_family,Winnipeg,186010.0,17,186,520.0,704.8190025418529,35.54,44583055.295499995,44703429.544797845,0.27,4.6,6,9.1,3,0.6,0.49,19,0.57,52.0,True,False,synthetic_industry_based
SYN_00989,residential_single_family,Ottawa,1479.0,2,1,23.5,24.9,6.08,371253.6936,353136.51335232,-4.88,3.9,3,13.2,0,0.42,0.32,3,0.6,33.8,True,False,synthetic_industry_based
SYN_00990,residential_single_family,Montreal,2725.0,1,2,29.8,28.9,-2.96,1102430.448,1160087.5604304,5.23,3.9,3,8.0,0,0.44,0.17,3,0.34,33.6,False,True,synthetic_industry_based
SYN_00991,residential_single_family,Saskatoon,2745.0,1,2,34.2,42.2,23.52,623484.225,529961.5912499999,-15.0,2.9,3,10.3,4,0.41,0.25,3,0.57,36.6,True,False,synthetic_industry_based
SYN_00992,commercial_office,Montreal,488371.0,35,0,520.0,708.5100940897049,36.25,179557913.724,187638019.84158,4.5,4.6,9,14.4,11,0.4,0.71,71,0.5036886947354533,57.7,True,False,synthetic_industry_based
SYN_00993,industrial_warehouse,Montreal,26262.0,1,0,46.4,48.3,4.11,3915369.717,4507373.6182104,15.12,3.5,3,9.7,4,0.31,0.16,3,0.76,41.1,False,True,synthetic_industry_based
SYN_00994,healthcare_hospital,Montreal,846342.0,10,0,520.0,515.4392157927608,-0.88,543333628.1625,645915017.1595801,18.88,3.8,9,12.9,23,0.46,0.62,123,0.1609564333979897,58.6,False,True,synthetic_industry_based
SYN_00995,residential_multi_family,Saskatoon,66080.0,3,66,456.4,482.9,5.81,20051590.968,26532265.168857597,32.32,3.4,4,7.7,15,0.55,0.69,6,0.43,49.2,False,False,synthetic_industry_based
SYN_00996,residential_single_family,Montreal,4621.0,2,4,55.9,56.6,1.26,1746255.8505000002,2019719.5166883003,15.66,4.7,3,9.9,4,0.38,0.28,3,0.39,31.6,False,True,synthetic_industry_based
SYN_00997,residential_multi_family,Toronto,142758.0,16,142,520.0,590.0404979751012,13.47,64941029.607999995,74825054.3143376,15.22,4.6,6,8.6,9,0.25,0.6,17,0.4,47.1,False,False,synthetic_industry_based
SYN_00998,renovation_commercial,Winnipeg,56914.0,9,0,228.1,223.1,-2.17,7463973.147999999,9117989.5975968,22.16,3.5,5,12.9,10,0.48,0.56,7,0.76,51.8,False,True,synthetic_industry_based
SYN_00999,residential_single_family,Halifax,2481.0,1,2,20.8,26.8,28.75,495445.18960000004,475577.83749704005,-4.01,4.2,3,9.8,0,0.38,0.27,3,0.63,37.2,True,False,synthetic_industry_based
SYN_01000,infrastructure_bridge,Edmonton,2753.0,0,0,70.3,71.4,1.56,9704257.704000002,9776069.211009603,0.74,4.9,5,8.3,0,0.52,0.28,3,0.0,37.4,True,True,synthetic_industry_based
SYN_01001,commercial_retail,Ottawa,5971.0,1,0,37.5,49.2,31.08,1353847.6296,1658057.19197112,22.47,4.0,3,5.0,9,0.46,0.32,3,0.64,41.4,False,False,synthetic_industry_based
SYN_01002,residential_single_family,Ottawa,3601.0,1,3,42.3,53.1,25.71,1240673.4684000001,1395137.3152158002,12.45,3.5,3,12.6,2,0.35,0.09,3,0.46,30.3,False,False,synthetic_industry_based
SYN_01003,commercial_office,Saskatoon,328145.0,33,0,520.0,506.4372759856631,-2.61,98536705.605,133753724.188227,35.74,4.3,9,15.4,19,0.5,0.74,49,0.5802679023228862,55.6,False,True,synthetic_industry_based
SYN_01004,residential_multi_family,Saskatoon,77581.0,19,77,437.0,519.0,18.77,22617309.933000002,23788886.587529402,5.18,4.1,5,11.1,1,0.49,0.49,9,0.45,41.2,False,False,synthetic_industry_based
SYN_01005,residential_single_family,Ottawa,2892.0,1,2,38.7,46.5,20.12,743546.6388000001,1225216.1514146402,64.78,3.7,3,5.5,20,0.36,0.4,3,0.59,39.6,False,False,synthetic_industry_based
SYN_01006,renovation_commercial,Calgary,46622.0,2,0,354.9,424.7,19.65,7307019.324,7926654.5626751995,8.48,3.9,3,8.4,2,0.46,0.54,3,0.76,48.8,False,False,synthetic_industry_based
SYN_01007,infrastructure_bridge,Victoria,4175.0,0,0,135.5,145.1,7.11,27754188.5625,27104740.5501375,-2.34,4.2,5,8.8,1,0.18,0.38,3,0.0,37.8,True,False,synthetic_industry_based
SYN_01008,residential_multi_family,Victoria,102872.0,9,102,520.0,488.4656820156386,-6.06,36809113.7625,45606491.9517375,23.9,4.8,6,15.1,10,0.24,0.52,6,0.51,34.1,False,True,synthetic_industry_based
SYN_01009,industrial_warehouse,Winnipeg,235299.0,1,0,459.8,554.9,20.68,24809521.795,23075336.221529502,-6.99,4.1,5,9.3,4,0.63,0.52,14,0.81,55.2,True,False,synthetic_industry_based
SYN_01010,commercial_retail,Toronto,56730.0,1,0,333.1,299.8,-10.0,15140763.287,14772842.7391259,-2.43,4.9,4,9.7,6,0.33,0.65,5,0.65,42.0,True,True,synthetic_industry_based
SYN_01011,industrial_warehouse,Ottawa,425566.0,1,0,520.0,524.8106389129807,0.92,67251402.74880001,77231510.91672194,14.84,4.4,6,11.0,16,0.47,0.51,32,0.75,53.4,False,True,synthetic_industry_based
SYN_01012,residential_single_family,Montreal,3277.0,1,3,45.1,53.1,17.61,885542.8890000001,1036262.2887078,17.02,4.5,3,7.2,1,0.42,0.33,3,0.56,35.9,False,False,synthetic_industry_based
SYN_01013,residential_single_family,Saskatoon,3066.0,1,3,53.9,60.9,13.0,759047.607,756315.0356147999,-0.36,3.6,3,9.0,0,0.39,0.17,5,0.53,37.2,True,False,synthetic_industry_based
SYN_01014,residential_single_family,Edmonton,3447.0,2,3,41.1,49.0,19.21,975236.3388,1112061.9971336399,14.03,4.4,3,6.2,9,0.52,0.3,3,0.55,36.8,False,False,synthetic_industry_based
SYN_01015,commercial_office,Vancouver,471419.0,6,0,520.0,526.2062682215744,1.2,270917339.97150004,283731730.15215194,4.73,4.8,8,19.2,9,0.35,0.8,75,0.375147875124999,48.3,True,True,synthetic_industry_based
SYN_01016,commercial_retail,Calgary,30526.0,2,0,207.2,247.1,19.3,6834454.616,10376752.4434728,51.83,3.2,3,7.0,22,0.43,0.54,6,0.65,48.6,False,False,synthetic_industry_based
SYN_01017,commercial_office,Ottawa,360149.0,38,0,520.0,538.4712808588532,3.55,137068236.558,169375219.9147206,23.57,4.4,9,12.6,14,0.32,0.54,49,0.5278646464236612,56.0,False,True,synthetic_industry_based
SYN_01018,commercial_office,Saskatoon,438731.0,28,0,520.0,544.2127932017927,4.66,136599757.668,127529533.75884481,-6.64,4.8,9,15.2,8,0.43,0.55,60,0.6008265885966654,50.8,True,True,synthetic_industry_based
SYN_01019,residential_single_family,Montreal,4610.0,2,4,61.6,69.1,12.27,1162282.254,1255962.2036724,8.06,3.7,3,8.9,4,0.31,0.23,3,0.59,37.4,False,False,synthetic_industry_based
SYN_01020,industrial_warehouse,Victoria,203693.0,1,0,378.3,361.6,-4.4,58583877.35,74184763.888305,26.63,4.6,5,10.9,12,0.17,0.6,13,0.61,41.4,False,True,synthetic_industry_based
SYN_01021,commercial_retail,Winnipeg,7428.0,1,0,46.2,44.3,-3.94,1375375.5055,1279786.90786775,-6.95,3.9,3,7.3,1,0.53,0.39,3,0.67,43.7,True,True,synthetic_industry_based
SYN_01022,residential_single_family,Edmonton,4946.0,1,4,86.1,90.2,4.75,1672140.0024,1578834.59026608,-5.58,4.2,3,13.8,3,0.46,0.0,5,0.47,27.8,True,True,synthetic_industry_based
SYN_01023,residential_single_family,Edmonton,3563.0,1,3,52.1,53.8,3.32,999939.6648000001,982840.6965319201,-1.71,5.0,3,14.9,1,0.59,0.29,3,0.56,30.2,True,True,synthetic_industry_based
SYN_01024,residential_single_family,Ottawa,4214.0,2,4,70.1,71.2,1.55,707478.192,675217.1864448,-4.56,5.0,3,13.1,0,0.38,0.31,3,0.73,30.8,True,True,synthetic_industry_based
SYN_01025,education_school,Winnipeg,106279.0,1,0,392.8,442.9,12.76,38625596.603,32831757.112549998,-15.0,4.6,5,10.9,5,0.6,0.4,8,0.35,38.8,True,False,synthetic_industry_based
SYN_01026,infrastructure_bridge,Saskatoon,2792.0,0,0,74.2,76.9,3.64,11702456.829,13121964.842357699,12.13,3.8,5,9.3,5,0.46,0.26,3,0.0,41.0,False,True,synthetic_industry_based
SYN_01027,renovation_commercial,Victoria,84506.0,9,0,370.2,438.5,18.44,22862977.6375,28699895.82835375,25.53,3.6,5,7.8,8,0.29,0.63,8,0.63,53.2,False,False,synthetic_industry_based
SYN_01028,commercial_retail,Ottawa,46486.0,2,0,236.0,267.9,13.52,10380247.632000001,11473287.707649602,10.53,3.8,3,6.1,8,0.35,0.54,3,0.65,43.4,False,False,synthetic_industry_based
SYN_01029,residential_single_family,Vancouver,2161.0,1,2,32.0,37.0,15.62,829879.1685000001,893364.9248902502,7.65,3.0,3,7.6,3,0.44,0.25,3,0.52,40.7,False,False,synthetic_industry_based
SYN_01030,residential_single_family,Calgary,3536.0,2,3,37.2,33.5,-10.0,1338006.054,1137305.1459,-15.0,4.1,3,12.5,0,0.46,0.28,3,0.41,30.2,True,True,synthetic_industry_based
SYN_01031,residential_single_family,Edmonton,2092.0,2,2,25.2,30.0,19.01,678988.8072,748924.6543416,10.3,2.7,3,4.4,0,0.57,0.28,3,0.49,48.0,False,False,synthetic_industry_based
SYN_01032,commercial_office,Ottawa,132732.0,45,0,520.0,556.8864220928658,7.09,43992682.53480001,51181086.86098633,16.34,4.5,8,6.0,5,0.37,0.68,20,0.48,56.7,False,False,synthetic_industry_based
SYN_01033,residential_multi_family,Calgary,147166.0,11,147,520.0,524.2297915607525,0.81,45340370.229,49130825.1801444,8.36,4.9,6,10.0,9,0.37,0.36,15,0.52,41.5,False,True,synthetic_industry_based
SYN_01034,residential_multi_family,Montreal,44640.0,13,44,309.9,374.3,20.79,16600090.6785,17106393.44419425,3.05,4.0,4,9.1,5,0.43,0.43,3,0.4,40.6,True,False,synthetic_industry_based
SYN_01035,residential_single_family,Montreal,1326.0,1,1,15.5,16.3,4.9,328030.878,378088.38998280006,15.26,4.6,3,11.4,5,0.3,0.4,3,0.6,30.6,False,True,synthetic_industry_based
SYN_01036,commercial_office,Ottawa,142051.0,24,0,442.6,448.9,1.42,56452424.8932,56937915.74728152,0.86,4.4,7,15.8,0,0.4,0.64,25,0.37,48.3,True,True,synthetic_industry_based
SYN_01037,residential_single_family,Vancouver,4745.0,2,4,57.1,68.8,20.42,1333721.8215,1647279.8217346503,23.51,2.8,3,5.4,5,0.29,0.22,3,0.65,41.6,False,False,synthetic_industry_based
SYN_01038,residential_multi_family,Ottawa,64672.0,11,64,491.2,490.3,-0.16,15218812.5588,15585585.94146708,2.41,4.6,5,10.8,0,0.43,0.42,7,0.63,40.6,True,True,synthetic_industry_based
SYN_01039,industrial_warehouse,Calgary,144161.0,1,0,238.3,255.8,7.36,24654063.148000002,32676495.2963592,32.54,4.5,4,10.3,10,0.55,0.57,11,0.73,45.2,False,False,synthetic_industry_based
SYN_01040,residential_multi_family,Victoria,189712.0,9,189,520.0,520.663916715773,0.13,78660837.97500001,95903293.65912001,21.92,5.0,6,11.6,15,0.24,0.45,18,0.43,39.4,False,True,synthetic_industry_based
SYN_01041,residential_single_family,Montreal,2671.0,2,2,39.1,37.2,-4.88,711851.7000000001,800548.4218200002,12.46,3.6,3,10.3,8,0.46,0.35,3,0.57,35.2,False,True,synthetic_industry_based
SYN_01042,industrial_warehouse,Edmonton,490200.0,1,0,520.0,573.7864794975989,10.34,69419867.2812,84178531.06518313,21.26,4.5,6,11.4,14,0.5,0.44,36,0.78,53.1,False,False,synthetic_industry_based
SYN_01043,education_school,Winnipeg,182896.0,1,0,520.0,527.6414865193102,1.47,83332637.7095,99165838.874305,19.0,4.3,6,12.7,9,0.55,0.39,12,0.18,41.9,False,True,synthetic_industry_based
SYN_01044,renovation_commercial,Toronto,56754.0,9,0,431.4,468.9,8.7,18424983.902,25402525.305687398,37.87,3.4,5,2.1,11,0.44,0.52,8,0.57,58.6,False,False,synthetic_industry_based
SYN_01045,residential_multi_family,Ottawa,57001.0,3,57,375.0,347.7,-7.28,16033034.570400001,17270784.83923488,7.72,4.2,4,10.3,3,0.48,0.49,8,0.56,40.3,False,True,synthetic_industry_based
