project_id,project_type,location,sqft,floors,num_units,planned_duration_weeks,actual_duration_weeks,schedule_delay_pct,estimated_cost_cad,actual_cost_cad,cost_overrun_pct,contractor_rating,complexity_score,team_experience_years,num_change_orders,weather_risk_factor,material_volatility,num_subcontractors,budget_pressure,risk_score,risk_score_original,on_budget,on_schedule,data_source
SYN_01614,residential_multi_family,Toronto,181939.0,17,181,1147.4,1592.3,38.78,58936993.55,52649376.49,-10.67,4.6,6,19.0,6,0.42,0.6,18,0.45,39.6,60.4,True,False,synthetic_industry_based
SYN_01615,renovation_commercial,Winnipeg,55474.0,2,0,304.5,361.3,18.63,9090849.51,8205413.36,-9.74,5.0,4,7.4,0,0.54,0.49,6,0.72,48.1,30.4,True,False,synthetic_industry_based
SYN_01616,commercial_office,Vancouver,306889.0,49,0,1145.6,1155.0,0.83,135641480.64,132845421.74,-2.06,5.0,9,15.2,1,0.45,0.71,48,0.25,49.4,34.7,True,True,synthetic_industry_based
SYN_01617,residential_single_family,Winnipeg,4271.0,1,4,70.4,72.9,3.56,1169182.17,1256705.87,7.49,3.4,3,9.9,5,0.64,0.28,3,0.53,41.6,24.6,False,True,synthetic_industry_based
SYN_01618,industrial_warehouse,Halifax,417846.0,1,0,1293.5,1164.2,-10.0,47098379.29,48756029.05,3.52,4.5,6,17.2,5,0.32,0.56,34,0.81,47.9,33.3,True,True,synthetic_industry_based
SYN_01619,residential_single_family,Ottawa,4299.0,2,4,63.2,75.0,18.52,1086454.36,1170522.49,7.74,4.1,3,9.6,4,0.48,0.32,6,0.57,40.2,24.7,False,False,synthetic_industry_based
SYN_01620,commercial_office,Winnipeg,273720.0,49,0,768.6,961.3,25.07,109101155.64,96853766.26,-11.23,4.8,9,8.2,6,0.62,0.61,39,0.32,61.9,59.7,True,False,synthetic_industry_based
SYN_01621,commercial_office,Winnipeg,273841.0,48,0,1380.4,1518.3,10.0,64775226.62,71660833.52,10.63,3.6,9,13.4,9,0.49,0.68,43,0.6,65.3,20.5,False,False,synthetic_industry_based
SYN_01622,residential_multi_family,Halifax,118760.0,11,118,541.1,545.2,0.75,31014078.22,33795747.34,8.97,5.0,6,9.2,4,0.37,0.45,18,0.55,47.4,12.1,False,True,synthetic_industry_based
SYN_01623,education_school,Halifax,63873.0,3,0,369.8,372.8,0.82,19322013.91,20371401.94,5.43,3.5,5,7.2,4,0.26,0.36,9,0.48,46.4,40.2,False,True,synthetic_industry_based
SYN_01624,renovation_commercial,Edmonton,86092.0,8,0,512.8,611.0,19.15,17992978.77,16841332.37,-6.4,4.8,6,12.6,3,0.57,0.5,10,0.64,47.1,40.6,True,False,synthetic_industry_based
SYN_01625,residential_single_family,Winnipeg,1796.0,2,1,18.4,19.9,8.19,511689.82,477698.1,-6.64,4.4,3,6.1,0,0.48,0.17,3,0.51,34.6,16.8,True,False,synthetic_industry_based
SYN_01626,residential_single_family,Edmonton,3324.0,2,3,46.1,41.5,-10.0,977556.68,1013108.74,3.64,4.0,3,13.4,3,0.41,0.36,3,0.5,32.2,15.5,True,True,synthetic_industry_based
SYN_01627,infrastructure_bridge,Ottawa,2385.0,0,0,70.8,70.4,-0.56,6857449.44,7164743.06,4.48,4.8,5,15.0,3,0.38,0.3,3,0.0,26.6,13.2,True,True,synthetic_industry_based
SYN_01628,residential_single_family,Victoria,3316.0,1,3,53.5,57.2,6.93,1047896.32,895180.22,-14.57,3.9,3,12.0,0,0.27,0.44,4,0.46,31.4,50.6,True,False,synthetic_industry_based
SYN_01629,commercial_office,Saskatoon,23909.0,37,0,94.0,116.0,23.34,6857478.38,9775287.4,42.55,4.2,6,4.9,13,0.52,0.42,3,0.51,53.2,51.8,False,False,synthetic_industry_based
SYN_01630,infrastructure_bridge,Victoria,2063.0,0,0,39.5,40.1,1.55,11411784.79,13116461.69,14.94,4.0,5,10.2,6,0.34,0.3,3,0.0,34.4,44.1,False,True,synthetic_industry_based
SYN_01631,commercial_office,Toronto,333160.0,14,0,1513.9,1503.6,-0.68,141780772.32,195775339.79,38.08,4.2,8,11.3,20,0.34,0.5,52,0.27,52.6,15.1,False,True,synthetic_industry_based
SYN_01632,industrial_warehouse,Ottawa,103908.0,1,0,183.7,220.9,20.26,15815729.82,18057921.07,14.18,3.7,4,9.5,4,0.31,0.29,4,0.74,43.3,38.1,False,False,synthetic_industry_based
SYN_01633,residential_single_family,Victoria,2510.0,2,2,24.6,26.6,8.12,787028.29,860420.07,9.33,4.0,3,6.4,2,0.3,0.13,3,0.47,33.4,22.7,False,False,synthetic_industry_based
SYN_01634,residential_multi_family,Saskatoon,108365.0,14,108,670.8,798.8,19.07,27363924.9,30673114.58,12.09,4.1,6,5.8,7,0.46,0.61,11,0.57,53.8,43.9,False,False,synthetic_industry_based
SYN_01635,commercial_office,Edmonton,364009.0,39,0,997.4,897.6,-10.0,111271451.05,121833114.84,9.49,4.4,9,14.2,10,0.49,0.6,57,0.48,59.5,25.6,False,True,synthetic_industry_based
SYN_01636,industrial_warehouse,Ottawa,146539.0,1,0,476.4,506.6,6.35,19764427.07,21268847.91,7.61,3.5,4,7.4,7,0.36,0.63,12,0.77,53.4,16.7,False,False,synthetic_industry_based
SYN_01637,renovation_commercial,Winnipeg,7057.0,4,0,25.6,31.0,21.28,1740500.47,1892450.03,8.73,3.7,3,3.4,2,0.55,0.03,3,0.58,47.7,31.3,False,False,synthetic_industry_based
SYN_01638,healthcare_hospital,Winnipeg,387836.0,4,0,2325.8,2447.3,5.22,321291998.46,321692684.71,0.12,5.0,8,11.6,5,0.52,0.8,58,0.0,54.2,17.3,True,False,synthetic_industry_based
SYN_01639,infrastructure_bridge,Winnipeg,4594.0,0,0,117.7,124.9,6.07,8096375.33,6881919.03,-15.0,3.4,5,6.8,4,0.6,0.39,3,0.0,45.3,21.1,True,False,synthetic_industry_based
SYN_01640,residential_single_family,Calgary,4560.0,1,4,74.6,93.2,24.99,904978.42,1258791.86,39.1,3.5,3,6.1,9,0.46,0.33,3,0.66,41.8,40.5,False,False,synthetic_industry_based
SYN_01641,residential_multi_family,Saskatoon,145644.0,5,145,954.0,1007.8,5.64,42154617.69,49291754.34,16.93,4.7,5,6.2,7,0.53,0.39,14,0.51,47.0,54.0,False,False,synthetic_industry_based
SYN_01642,residential_multi_family,Victoria,147780.0,14,147,758.2,903.2,19.12,37543729.78,44991184.88,19.84,4.3,6,10.6,10,0.26,0.55,17,0.57,45.4,37.3,False,False,synthetic_industry_based
SYN_01643,education_school,Ottawa,66817.0,3,0,365.8,371.0,1.42,33344989.22,42104444.67,26.27,4.0,5,10.7,12,0.35,0.46,5,0.15,34.4,28.6,False,True,synthetic_industry_based
SYN_01644,commercial_office,Halifax,339548.0,27,0,1452.4,1346.8,-7.27,95143401.23,114344989.79,20.18,4.1,9,11.4,14,0.42,0.53,51,0.52,59.9,54.0,False,True,synthetic_industry_based
SYN_01645,commercial_office,Saskatoon,16146.0,1,0,67.7,61.3,-9.55,3353241.04,3766833.27,12.33,4.0,4,7.9,9,0.46,0.33,3,0.65,45.7,12.6,False,True,synthetic_industry_based
SYN_01646,industrial_warehouse,Winnipeg,131780.0,1,0,366.3,443.9,21.19,15907179.54,18622422.63,17.07,3.9,4,8.1,8,0.49,0.38,7,0.79,47.9,58.2,False,False,synthetic_industry_based
SYN_01647,residential_multi_family,Halifax,59598.0,6,59,383.2,369.4,-3.59,20307377.66,22432712.18,10.47,4.3,5,11.2,2,0.37,0.54,3,0.42,37.2,54.1,False,True,synthetic_industry_based
SYN_01648,residential_single_family,Halifax,2076.0,2,2,28.2,30.0,6.3,473669.47,552844.08,16.72,4.1,3,13.7,5,0.32,0.24,3,0.61,31.4,32.5,False,False,synthetic_industry_based
SYN_01649,commercial_office,Montreal,82563.0,39,0,404.7,451.0,11.45,32617998.8,32881954.17,0.81,5.0,7,10.4,1,0.47,0.49,15,0.33,44.6,23.1,True,False,synthetic_industry_based
SYN_01650,commercial_retail,Edmonton,74548.0,1,0,415.2,400.8,-3.46,21393027.58,25780160.31,20.51,4.1,4,12.3,8,0.49,0.54,5,0.51,38.6,33.6,False,True,synthetic_industry_based
SYN_01651,residential_single_family,Saskatoon,2101.0,1,2,26.0,28.7,10.45,605455.93,589101.14,-2.7,4.1,3,12.6,0,0.5,0.08,3,0.51,30.1,20.0,True,False,synthetic_industry_based
SYN_01652,residential_single_family,Calgary,1804.0,1,1,25.3,27.5,8.92,395093.41,410525.64,3.91,4.0,3,9.0,2,0.37,0.43,3,0.63,39.4,7.7,True,False,synthetic_industry_based
SYN_01653,infrastructure_bridge,Edmonton,2664.0,0,0,50.8,47.9,-5.73,6728621.86,6922571.9,2.88,4.0,5,9.8,1,0.48,0.5,3,0.0,42.8,6.8,True,True,synthetic_industry_based
SYN_01654,residential_multi_family,Toronto,189011.0,6,189,871.6,869.8,-0.21,71058456.76,94493013.8,32.98,4.5,6,15.9,12,0.45,0.37,19,0.36,36.6,48.7,False,True,synthetic_industry_based
SYN_01655,commercial_retail,Victoria,10027.0,1,0,51.1,66.3,29.78,1747507.57,1653514.37,-5.38,3.8,3,8.5,2,0.31,0.41,3,0.7,42.5,39.4,True,False,synthetic_industry_based
SYN_01656,industrial_warehouse,Vancouver,325916.0,1,0,786.0,980.2,24.7,69352404.44,85779633.88,23.69,4.1,6,10.0,12,0.28,0.53,24,0.64,51.3,54.8,False,False,synthetic_industry_based
SYN_01657,residential_multi_family,Edmonton,60134.0,5,60,301.5,333.9,10.75,17717578.67,21789616.29,22.98,4.2,4,6.9,6,0.46,0.45,8,0.5,43.8,46.9,False,False,synthetic_industry_based
SYN_01658,residential_multi_family,Saskatoon,161618.0,17,161,695.9,769.8,10.62,61499063.48,66133155.08,7.54,3.8,6,9.6,5,0.42,0.45,12,0.35,49.8,38.3,False,False,synthetic_industry_based
SYN_01659,residential_single_family,Montreal,4045.0,2,4,54.8,64.3,17.27,1390367.9,1669249.23,20.06,4.1,3,8.4,3,0.43,0.37,6,0.41,37.8,18.4,False,False,synthetic_industry_based
SYN_01660,residential_multi_family,Saskatoon,173000.0,11,173,955.2,1191.9,24.78,32890487.67,31262000.24,-4.95,5.0,6,5.3,4,0.5,0.5,18,0.68,51.2,10.1,True,False,synthetic_industry_based
SYN_01661,infrastructure_bridge,Montreal,1318.0,0,0,35.9,37.7,5.11,7505725.95,9226139.85,22.92,3.4,5,2.5,1,0.45,0.04,3,0.0,45.3,50.1,False,False,synthetic_industry_based
SYN_01662,commercial_office,Ottawa,381182.0,10,0,1692.3,1917.9,13.33,107080633.22,95864901.21,-10.47,3.3,8,16.9,5,0.4,0.86,54,0.52,59.2,12.3,True,False,synthetic_industry_based
SYN_01663,residential_multi_family,Halifax,54490.0,16,54,260.7,234.6,-10.0,17513422.81,14886409.39,-15.0,4.2,5,14.7,4,0.41,0.54,4,0.45,38.4,36.8,True,True,synthetic_industry_based
SYN_01664,residential_single_family,Montreal,3660.0,2,3,38.9,46.2,18.83,781847.28,664570.19,-15.0,4.5,3,7.1,0,0.39,0.29,3,0.64,36.4,39.2,True,False,synthetic_industry_based
SYN_01665,commercial_retail,Winnipeg,44558.0,1,0,236.0,260.0,10.18,11023446.56,9555377.38,-13.32,3.9,3,13.3,0,0.47,0.43,3,0.58,37.1,45.4,True,False,synthetic_industry_based
SYN_01666,residential_single_family,Saskatoon,1356.0,2,1,15.2,18.1,18.98,229478.18,195405.14,-14.85,3.4,3,9.1,2,0.46,0.28,3,0.71,42.4,17.6,True,False,synthetic_industry_based
SYN_01667,commercial_retail,Toronto,6269.0,1,0,44.2,46.8,6.1,1595034.12,1977191.21,23.96,3.2,3,8.4,6,0.44,0.43,3,0.57,44.4,44.6,False,False,synthetic_industry_based
SYN_01668,residential_multi_family,Winnipeg,67815.0,14,67,274.8,301.7,9.8,24469140.74,27339045.84,11.73,4.2,5,6.1,6,0.61,0.53,3,0.38,44.3,17.1,False,False,synthetic_industry_based
SYN_01669,commercial_office,Toronto,322871.0,1,0,1616.7,1893.2,17.1,129416736.78,146455893.73,13.17,4.3,7,12.4,13,0.37,0.69,48,0.32,53.2,36.8,False,False,synthetic_industry_based
SYN_01670,residential_single_family,Vancouver,3321.0,2,3,34.3,39.1,13.89,1334164.22,1502370.71,12.61,3.4,3,7.7,5,0.38,0.18,3,0.32,34.8,51.3,False,False,synthetic_industry_based
SYN_01671,residential_single_family,Ottawa,2263.0,1,2,23.5,26.0,10.54,391863.95,413403.96,5.5,3.3,3,2.7,0,0.49,0.27,4,0.7,47.9,21.7,False,False,synthetic_industry_based
SYN_01672,commercial_office,Edmonton,417706.0,2,0,1756.0,1969.1,12.14,119023664.0,112346066.19,-5.61,4.2,7,14.0,7,0.49,0.66,59,0.51,57.4,22.3,True,False,synthetic_industry_based
SYN_01673,commercial_office,Montreal,238772.0,7,0,607.5,700.4,15.29,119833250.03,124336974.95,3.76,3.9,8,11.6,11,0.37,0.72,36,0.14,54.4,15.0,True,False,synthetic_industry_based
SYN_01674,commercial_office,Montreal,438254.0,38,0,2121.6,2533.7,19.42,105244704.74,104606312.35,-0.61,5.0,9,10.9,7,0.5,0.61,63,0.59,59.0,47.9,True,False,synthetic_industry_based
SYN_01675,industrial_warehouse,Ottawa,346288.0,1,0,997.3,1081.5,8.44,49314676.28,42664000.88,-13.49,4.2,6,4.6,12,0.47,0.59,19,0.76,60.2,55.1,True,False,synthetic_industry_based
SYN_01676,residential_single_family,Calgary,3691.0,1,3,45.2,56.2,24.38,1153469.89,1073324.01,-6.95,4.5,3,10.2,3,0.41,0.19,3,0.47,28.0,30.6,True,False,synthetic_industry_based
SYN_01677,commercial_retail,Calgary,3603.0,2,0,28.2,26.2,-7.09,560909.89,569190.56,1.48,5.0,3,9.8,1,0.44,0.31,3,0.73,38.4,15.8,True,True,synthetic_industry_based
SYN_01678,infrastructure_bridge,Saskatoon,977.0,0,0,31.6,32.1,1.59,3341428.59,3195621.19,-4.36,4.7,5,18.3,0,0.43,0.29,3,0.0,27.4,5.0,True,True,synthetic_industry_based
SYN_01679,commercial_office,Halifax,231914.0,21,0,896.8,1016.6,13.36,83391312.09,97580124.19,17.01,4.1,9,13.0,9,0.28,0.5,30,0.39,56.3,55.7,False,False,synthetic_industry_based
SYN_01680,residential_single_family,Calgary,2148.0,1,2,36.1,45.1,24.71,469805.07,438093.62,-6.75,4.1,3,11.5,0,0.54,0.3,3,0.63,34.4,30.5,True,False,synthetic_industry_based
SYN_01681,commercial_office,Edmonton,414139.0,38,0,1667.4,1890.7,13.39,203655524.06,254528650.7,24.98,4.3,9,9.8,15,0.48,0.59,63,0.16,59.9,37.9,False,False,synthetic_industry_based
SYN_01682,commercial_office,Montreal,189340.0,30,0,467.3,459.4,-1.69,61255747.17,62414782.45,1.89,4.5,7,12.6,4,0.48,0.79,31,0.45,56.4,14.9,True,True,synthetic_industry_based
SYN_01683,commercial_retail,Halifax,84990.0,2,0,503.8,484.5,-3.84,21165523.73,20010636.42,-5.46,4.4,5,10.7,0,0.29,0.46,10,0.58,39.6,11.9,True,True,synthetic_industry_based
SYN_01684,residential_single_family,Winnipeg,3843.0,2,3,63.9,67.0,4.86,1033343.91,1113049.99,7.71,3.2,3,9.5,0,0.56,0.34,3,0.54,42.3,25.6,False,True,synthetic_industry_based
SYN_01685,commercial_office,Victoria,10884.0,22,0,55.8,77.7,39.36,4097415.76,5139777.6,25.44,4.4,6,6.3,11,0.15,0.33,4,0.36,40.6,43.1,False,False,synthetic_industry_based
SYN_01686,industrial_warehouse,Saskatoon,356395.0,1,0,1081.1,1058.1,-2.13,41802097.19,40135992.16,-3.99,4.5,6,15.5,3,0.5,0.52,25,0.8,49.2,24.4,True,True,synthetic_industry_based
SYN_01687,industrial_warehouse,Victoria,408487.0,1,0,917.8,927.7,1.08,50860258.88,55246722.84,8.62,4.4,6,11.8,12,0.27,0.46,30,0.79,51.6,37.1,False,True,synthetic_industry_based
SYN_01688,healthcare_hospital,Montreal,879469.0,13,0,4592.9,4133.6,-10.0,515656863.52,582147871.59,12.89,4.7,9,15.1,18,0.43,0.57,134,0.0,49.2,23.8,False,True,synthetic_industry_based
SYN_01689,industrial_warehouse,Halifax,43502.0,1,0,112.2,116.6,3.89,5853811.99,7649056.81,30.67,3.7,3,12.6,12,0.26,0.68,4,0.77,40.2,45.9,False,True,synthetic_industry_based
SYN_01690,residential_single_family,Toronto,4584.0,2,4,42.9,46.3,7.74,1709840.64,1976189.82,15.58,3.8,3,5.1,4,0.29,0.26,3,0.36,33.7,41.9,False,False,synthetic_industry_based
SYN_01691,residential_single_family,Ottawa,1794.0,2,1,28.8,25.9,-10.0,524967.18,520431.38,-0.86,4.0,3,11.8,2,0.31,0.28,3,0.5,30.4,5.2,True,True,synthetic_industry_based
SYN_01692,residential_single_family,Edmonton,4086.0,1,4,51.3,47.9,-6.69,986485.51,1046983.93,6.13,4.2,3,12.0,1,0.46,0.39,3,0.59,33.6,9.4,False,True,synthetic_industry_based
SYN_01693,residential_multi_family,Calgary,112440.0,7,112,832.2,1043.4,25.38,43707242.17,50590697.83,15.75,3.3,6,6.6,3,0.48,0.42,7,0.34,48.9,56.2,False,False,synthetic_industry_based
SYN_01694,commercial_office,Calgary,289523.0,47,0,1047.1,1329.4,26.96,102776395.23,96157125.69,-6.44,4.8,9,16.3,5,0.46,0.69,43,0.39,52.2,36.0,True,False,synthetic_industry_based
SYN_01695,residential_multi_family,Calgary,185439.0,5,185,868.1,1050.0,20.95,69755462.0,71885760.07,3.05,5.0,5,8.6,5,0.47,0.55,15,0.36,44.6,23.7,True,False,synthetic_industry_based
SYN_01696,industrial_warehouse,Montreal,376063.0,1,0,698.6,706.7,1.16,47210458.99,47227544.08,0.04,4.2,6,17.8,7,0.41,0.52,26,0.79,49.4,14.2,True,True,synthetic_industry_based
SYN_01697,renovation_commercial,Saskatoon,76719.0,8,0,273.2,298.2,9.13,7802200.56,9649322.66,23.67,3.2,5,3.6,10,0.4,0.73,7,0.83,65.0,12.8,False,False,synthetic_industry_based
SYN_01698,healthcare_hospital,Toronto,262498.0,9,0,1172.3,1249.4,6.58,282709933.4,288003455.5,1.87,4.7,9,10.9,4,0.3,0.57,43,0.0,52.9,23.1,True,False,synthetic_industry_based
SYN_01699,residential_multi_family,Winnipeg,153903.0,11,153,860.0,774.0,-10.0,55435231.26,52047595.83,-6.11,5.0,6,18.8,0,0.48,0.65,16,0.39,38.2,29.3,True,True,synthetic_industry_based
SYN_01700,commercial_retail,Vancouver,63473.0,2,0,425.9,455.5,6.93,17024986.59,18495102.48,8.64,3.7,4,7.9,2,0.42,0.55,9,0.54,47.0,8.5,False,False,synthetic_industry_based
SYN_01701,renovation_commercial,Winnipeg,18230.0,7,0,92.9,87.2,-6.16,3342526.19,4195650.82,25.52,4.0,4,8.5,7,0.57,0.39,3,0.69,49.0,50.9,False,True,synthetic_industry_based
SYN_01702,residential_multi_family,Toronto,93473.0,7,93,332.0,331.3,-0.18,36619238.15,31126352.43,-15.0,4.5,5,18.6,0,0.29,0.53,13,0.33,34.2,52.1,True,True,synthetic_industry_based
SYN_01703,healthcare_hospital,Vancouver,535705.0,9,0,2856.3,2818.7,-1.32,504680031.48,441651668.26,-12.49,5.0,9,15.8,15,0.29,0.84,83,0.0,49.3,15.2,True,True,synthetic_industry_based
SYN_01704,commercial_retail,Calgary,55337.0,2,0,402.6,449.9,11.77,13620932.45,17299791.3,27.01,3.7,4,8.0,12,0.52,0.47,6,0.58,47.8,39.3,False,False,synthetic_industry_based
SYN_01705,residential_single_family,Vancouver,2003.0,1,2,34.0,41.7,22.73,744232.76,870999.46,17.03,3.4,3,4.7,7,0.4,0.35,3,0.37,42.4,48.0,False,False,synthetic_industry_based
SYN_01706,residential_multi_family,Montreal,73284.0,10,73,299.9,374.9,25.03,18872763.99,25298096.49,34.05,3.8,5,4.0,13,0.43,0.63,10,0.56,54.8,49.7,False,False,synthetic_industry_based
SYN_01707,residential_multi_family,Ottawa,27898.0,13,27,146.5,169.3,15.6,8064014.42,7940530.01,-1.53,5.0,4,6.6,1,0.38,0.34,8,0.51,38.8,29.3,True,False,synthetic_industry_based
SYN_01708,commercial_retail,Calgary,5989.0,1,0,35.1,32.8,-6.67,1882421.15,2042928.48,8.53,3.7,3,5.6,3,0.4,0.4,3,0.46,40.1,6.7,False,True,synthetic_industry_based
SYN_01709,residential_multi_family,Montreal,116954.0,8,116,649.2,821.8,26.6,37450861.75,48465799.7,29.41,3.5,6,10.2,12,0.5,0.5,11,0.45,48.8,49.1,False,False,synthetic_industry_based
SYN_01710,industrial_warehouse,Vancouver,154095.0,1,0,338.6,396.8,17.19,20750157.83,21039478.36,1.39,5.0,4,15.0,3,0.41,0.38,9,0.77,32.4,44.1,True,False,synthetic_industry_based
SYN_01711,residential_single_family,Ottawa,4750.0,1,4,56.7,51.0,-10.0,1184509.25,1350216.3,13.99,3.7,3,8.3,0,0.36,0.15,3,0.57,36.8,47.6,False,True,synthetic_industry_based
SYN_01712,residential_single_family,Halifax,3939.0,2,3,40.9,44.3,8.36,1074256.23,1333313.55,24.12,2.4,3,9.8,7,0.42,0.29,3,0.54,43.6,16.5,False,False,synthetic_industry_based
SYN_01713,education_school,Edmonton,135778.0,2,0,883.4,938.5,6.24,42529700.8,56793319.19,33.54,4.4,6,10.8,13,0.55,0.6,18,0.47,47.9,43.4,False,False,synthetic_industry_based
SYN_01714,residential_multi_family,Toronto,137965.0,12,137,912.9,1037.4,13.65,37289726.1,37620331.44,0.89,4.4,6,9.7,1,0.31,0.29,17,0.54,47.5,19.0,True,False,synthetic_industry_based
SYN_01715,healthcare_hospital,Vancouver,962649.0,9,0,3687.6,4075.5,10.52,924923872.85,858328586.18,-7.2,4.4,9,12.4,18,0.34,0.67,142,0.0,55.5,44.6,True,False,synthetic_industry_based
SYN_01716,commercial_office,Edmonton,380544.0,11,0,1454.7,1733.6,19.17,195020847.39,213698438.24,9.58,4.5,8,11.1,11,0.44,0.74,55,0.13,52.8,10.9,False,False,synthetic_industry_based
SYN_01717,residential_multi_family,Halifax,93307.0,7,93,551.7,604.8,9.63,23612807.65,21660199.23,-8.27,4.0,6,7.5,3,0.27,0.37,15,0.57,49.9,15.8,True,False,synthetic_industry_based
SYN_01718,residential_multi_family,Montreal,86405.0,13,86,500.0,608.1,21.62,23450190.91,24499914.85,4.48,4.6,5,9.0,3,0.44,0.44,5,0.54,42.5,50.6,True,False,synthetic_industry_based
SYN_01719,commercial_office,Ottawa,188189.0,12,0,1005.2,1078.8,7.33,73150722.68,86359551.24,18.06,4.1,7,8.4,11,0.35,0.71,26,0.34,59.3,14.4,False,False,synthetic_industry_based
SYN_01720,infrastructure_bridge,Montreal,4046.0,0,0,89.7,93.2,3.84,21031497.67,22661502.91,7.75,4.1,5,9.1,4,0.46,0.38,3,0.0,41.0,30.4,False,True,synthetic_industry_based
SYN_01721,healthcare_hospital,Halifax,364082.0,7,0,1647.7,1575.3,-4.39,293432038.49,326011842.8,11.1,4.2,9,11.5,10,0.45,0.81,50,0.0,58.8,15.8,False,True,synthetic_industry_based
SYN_01722,renovation_commercial,Ottawa,15597.0,3,0,62.1,63.1,1.59,2813886.29,3282020.44,16.64,4.2,3,9.1,6,0.32,0.24,3,0.69,42.2,46.3,False,True,synthetic_industry_based
SYN_01723,industrial_warehouse,Toronto,169885.0,1,0,413.6,372.3,-10.0,28094742.43,29601338.25,5.36,4.6,4,12.1,1,0.34,0.42,10,0.72,38.0,21.9,False,True,synthetic_industry_based
SYN_01724,residential_multi_family,Saskatoon,148256.0,18,148,521.6,515.5,-1.18,42403049.19,49569632.53,16.9,4.1,6,13.7,7,0.51,0.67,12,0.51,49.1,6.9,False,True,synthetic_industry_based
SYN_01725,residential_multi_family,Halifax,164850.0,12,164,844.6,801.9,-5.06,41955867.83,46793412.12,11.53,5.0,6,16.4,6,0.41,0.42,20,0.57,37.8,10.0,False,True,synthetic_industry_based
SYN_01726,industrial_warehouse,Victoria,462611.0,1,0,978.8,993.4,1.5,78451886.07,69306845.84,-11.66,4.4,6,14.9,12,0.3,0.55,28,0.71,51.6,17.8,True,True,synthetic_industry_based
SYN_01727,residential_single_family,Ottawa,1533.0,1,1,20.1,23.0,14.34,450504.83,426123.71,-5.41,4.3,3,3.2,0,0.37,0.52,3,0.5,42.2,12.8,True,False,synthetic_industry_based
SYN_01728,commercial_retail,Montreal,90036.0,1,0,539.9,640.9,18.71,13472338.86,14166992.71,5.16,3.7,5,7.2,0,0.39,0.58,6,0.74,52.0,56.7,False,False,synthetic_industry_based
SYN_01729,commercial_office,Ottawa,205649.0,18,0,1253.8,1347.8,7.5,66589444.05,58890500.33,-11.56,5.0,8,10.7,5,0.42,0.73,30,0.45,55.2,31.8,True,False,synthetic_industry_based
SYN_01730,industrial_warehouse,Toronto,256111.0,1,0,384.2,382.0,-0.59,51426960.75,53698186.84,4.42,4.6,5,18.4,8,0.44,0.63,15,0.66,40.2,11.8,True,True,synthetic_industry_based
SYN_01731,residential_multi_family,Saskatoon,132672.0,3,132,549.1,514.2,-6.36,29679810.53,29176606.97,-1.7,4.5,5,16.5,2,0.42,0.55,13,0.62,40.0,31.8,True,True,synthetic_industry_based
SYN_01732,residential_multi_family,Halifax,66324.0,11,66,412.9,501.3,21.41,22329256.93,28021812.34,25.49,3.8,5,9.0,11,0.43,0.58,7,0.43,47.4,39.6,False,False,synthetic_industry_based
SYN_01733,commercial_office,Ottawa,273142.0,45,0,861.4,994.1,15.4,130991667.89,167546979.4,27.91,4.1,9,8.3,9,0.35,0.62,45,0.18,60.0,44.7,False,False,synthetic_industry_based
SYN_01734,education_school,Ottawa,132452.0,3,0,636.3,725.0,13.93,62246417.36,59780540.89,-3.96,4.8,6,12.8,0,0.5,0.62,11,0.2,42.0,48.3,True,False,synthetic_industry_based
SYN_01735,renovation_commercial,Winnipeg,57221.0,1,0,321.3,296.3,-7.81,8191739.48,9352650.82,14.17,3.0,4,7.5,3,0.58,0.54,10,0.76,57.6,8.1,False,True,synthetic_industry_based
SYN_01736,residential_multi_family,Winnipeg,47478.0,4,47,241.5,260.8,7.99,15507638.81,18336675.78,18.24,3.0,3,8.2,7,0.54,0.35,3,0.44,43.5,34.2,False,False,synthetic_industry_based
SYN_01737,commercial_retail,Ottawa,15985.0,2,0,79.1,100.1,26.46,4048804.4,3827142.77,-5.47,3.4,3,12.4,3,0.42,0.32,3,0.57,37.3,31.6,True,False,synthetic_industry_based
SYN_01738,commercial_office,Montreal,402001.0,4,0,1194.9,1165.5,-2.47,189293290.78,223644311.15,18.15,4.8,7,13.5,11,0.35,0.43,65,0.2,46.6,41.1,False,True,synthetic_industry_based
SYN_01739,commercial_retail,Edmonton,2556.0,1,0,12.2,13.1,7.21,662129.31,876573.15,32.39,4.4,3,5.2,9,0.45,0.37,8,0.56,41.0,60.7,False,False,synthetic_industry_based
SYN_01740,commercial_office,Saskatoon,26249.0,3,0,86.6,108.5,25.28,10154967.77,9580428.55,-5.66,3.8,4,12.5,0,0.37,0.43,8,0.34,38.9,23.1,True,False,synthetic_industry_based
SYN_01741,residential_single_family,Vancouver,3707.0,1,3,66.5,71.7,7.83,882486.15,882289.23,-0.02,3.8,3,12.7,0,0.27,0.49,3,0.59,34.2,43.7,True,False,synthetic_industry_based
SYN_01742,infrastructure_bridge,Winnipeg,3584.0,0,0,76.9,82.7,7.52,25640225.63,24693110.59,-3.69,3.9,5,7.9,0,0.52,0.35,3,0.0,42.1,28.7,True,False,synthetic_industry_based
SYN_01743,residential_single_family,Edmonton,4036.0,1,4,42.2,51.4,21.65,909873.23,1236060.05,35.85,4.1,3,8.6,11,0.55,0.39,3,0.62,40.3,16.6,False,False,synthetic_industry_based
